city,temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,cloud_cover_percent,condition,play_cricket
Mumbai,38.5,30,18.1,7.6,100,Rainy,No
Bengaluru,26.5,80,9.1,1.2,32,Sunny,Yes
Hyderabad,25.9,93,24.4,3.6,90,Overcast,No
Pune,24.1,43,3.0,5.0,81,Rainy,No
Bengaluru,19.0,57,12.1,0.0,40,Cloudy,Yes
Jaipur,38.8,50,9.9,8.1,93,Rainy,No
Mumbai,41.4,38,16.7,11.4,100,Rainy,No
Bengaluru,34.6,66,8.2,2.9,88,Overcast,No
Pune,33.1,53,14.2,0.1,79,Overcast,Yes
Mumbai,29.9,47,11.3,1.9,64,Cloudy,Yes
Kolkata,28.2,56,16.6,4.2,59,Cloudy,No
Mumbai,31.4,49,10.5,0.0,78,Overcast,Yes
Kolkata,28.4,66,7.1,1.5,53,Cloudy,Yes
Mumbai,43.4,38,18.9,3.7,33,Sunny,No
Hyderabad,25.5,90,7.0,2.9,69,Cloudy,No
Kolkata,22.3,39,17.7,6.0,81,Rainy,No
Hyderabad,40.5,66,8.6,0.7,58,Cloudy,Yes
Pune,34.5,74,13.2,1.0,79,Overcast,Yes
Chennai,30.3,91,15.9,1.0,44,Cloudy,No
Lucknow,20.3,37,12.1,0.8,57,Cloudy,Yes
Jaipur,32.3,92,23.3,0.8,37,Sunny,No
Mumbai,33.2,62,8.2,0.0,44,Cloudy,Yes
Pune,30.4,49,7.0,3.3,79,Overcast,No
Pune,28.3,87,18.2,0.2,60,Cloudy,Yes
Lucknow,30.8,91,8.5,2.8,35,Sunny,No
Jaipur,17.2,69,17.5,2.4,96,Overcast,No
Jaipur,38.6,51,18.4,0.0,52,Cloudy,Yes
Mumbai,31.8,68,11.7,1.0,49,Cloudy,Yes
Jaipur,31.6,85,8.2,1.6,46,Cloudy,No
Ahmedabad,41.9,96,29.3,7.0,83,Rainy,No
Delhi,37.6,35,13.4,9.8,100,Rainy,No
Pune,30.4,51,4.6,0.0,47,Cloudy,Yes
Ahmedabad,26.6,80,6.4,0.7,47,Cloudy,Yes
Delhi,36.1,69,24.9,8.4,92,Rainy,No
Pune,24.1,78,23.3,6.5,100,Rainy,No
Delhi,24.0,44,21.2,1.4,80,Overcast,No
Kolkata,31.0,75,29.3,5.9,87,Rainy,No
Bengaluru,30.8,58,14.4,0.2,18,Sunny,Yes
Chennai,31.7,89,18.5,0.4,55,Cloudy,Yes
Chennai,35.2,60,27.7,6.4,100,Rainy,No
Chennai,33.0,76,27.4,9.5,100,Rainy,No
Mumbai,39.4,95,26.9,0.0,4,Sunny,No
Ahmedabad,29.1,72,28.2,3.0,47,Cloudy,No
Bengaluru,37.9,36,22.8,3.8,33,Sunny,No
Jaipur,36.2,33,15.6,0.0,7,Sunny,Yes
Pune,38.0,64,18.8,0.0,49,Cloudy,Yes
Ahmedabad,39.1,89,27.2,0.0,38,Sunny,No
Bengaluru,29.7,45,11.0,7.6,65,Rainy,No
Ahmedabad,31.1,89,22.1,0.0,61,Cloudy,No
Lucknow,27.3,40,13.4,5.0,77,Rainy,No
Kolkata,17.1,95,12.6,6.5,95,Rainy,No
Delhi,20.9,57,15.2,2.8,41,Cloudy,Yes
Kolkata,24.9,77,17.2,0.4,50,Cloudy,Yes
Mumbai,23.2,49,29.4,0.1,36,Sunny,Yes
Delhi,34.6,77,14.3,1.4,51,Cloudy,Yes
Pune,40.4,70,23.3,0.0,38,Sunny,No
Jaipur,35.6,44,7.8,0.0,62,Cloudy,Yes
Ahmedabad,42.2,92,28.7,5.0,95,Rainy,No
Pune,35.9,94,21.1,5.6,100,Rainy,No
Mumbai,22.6,37,7.3,0.3,18,Sunny,Yes
Jaipur,31.9,62,1.5,1.6,54,Cloudy,Yes
Pune,31.3,31,21.3,0.0,51,Cloudy,Yes
Kolkata,34.9,69,13.8,0.3,57,Cloudy,Yes
Hyderabad,35.2,98,25.5,1.8,56,Cloudy,No
Mumbai,32.3,50,19.8,4.8,43,Cloudy,No
Lucknow,41.4,51,13.2,0.5,60,Cloudy,Yes
Chennai,29.2,34,4.9,1.7,47,Cloudy,Yes
Mumbai,25.6,56,30.1,4.4,61,Cloudy,No
Ahmedabad,25.1,87,20.6,1.1,54,Cloudy,No
Delhi,31.6,33,11.1,0.0,28,Sunny,Yes
Chennai,24.3,65,2.2,3.6,58,Cloudy,No
Kolkata,35.8,36,12.2,0.0,31,Sunny,Yes
Delhi,24.8,55,18.8,0.8,22,Sunny,Yes
Jaipur,25.8,81,16.3,0.0,34,Sunny,Yes
Delhi,25.0,56,15.4,0.5,50,Cloudy,Yes
Pune,19.0,71,22.1,4.8,85,Overcast,No
Delhi,26.7,70,20.0,2.8,79,Overcast,Yes
Lucknow,35.8,70,18.5,1.3,44,Cloudy,No
Pune,25.5,46,11.7,0.0,94,Overcast,Yes
Lucknow,33.1,56,14.9,0.6,0,Sunny,Yes
Ahmedabad,35.9,56,21.8,0.0,51,Cloudy,No
Mumbai,29.1,54,23.7,3.2,68,Cloudy,No
Mumbai,39.5,38,20.6,0.9,62,Cloudy,No
Ahmedabad,32.8,48,17.8,0.0,69,Cloudy,Yes
Pune,32.1,78,4.7,4.8,89,Overcast,No
Jaipur,29.3,40,23.6,1.7,41,Cloudy,No
Ahmedabad,34.4,42,1.9,0.7,3,Sunny,Yes
Chennai,36.1,94,15.2,3.1,80,Overcast,No
Hyderabad,27.3,68,14.3,0.0,18,Sunny,Yes
Kolkata,27.2,90,18.1,0.8,43,Cloudy,Yes
Jaipur,35.2,90,9.4,2.1,37,Sunny,No
Hyderabad,41.2,57,9.1,0.0,65,Cloudy,Yes
Lucknow,36.8,77,26.2,1.3,88,Overcast,No
Bengaluru,39.4,95,17.0,1.8,65,Cloudy,No
Hyderabad,25.8,73,21.8,5.7,100,Rainy,No
Jaipur,31.4,43,2.7,9.7,87,Rainy,No
Hyderabad,19.6,96,16.9,0.0,100,Overcast,No
Chennai,32.4,38,9.8,8.9,94,Rainy,No
Mumbai,24.0,79,21.9,0.0,56,Cloudy,Yes
Delhi,29.1,36,11.1,1.9,52,Cloudy,Yes
Jaipur,29.2,91,26.9,0.7,43,Cloudy,No
Chennai,32.8,77,17.0,0.0,13,Sunny,Yes
Lucknow,22.3,46,1.8,0.0,70,Cloudy,Yes
Mumbai,28.9,63,26.2,0.0,58,Cloudy,Yes
Hyderabad,19.8,35,21.6,2.6,53,Cloudy,No
Delhi,30.4,97,10.3,1.7,55,Cloudy,No
Ahmedabad,38.1,57,21.5,1.0,45,Cloudy,No
Bengaluru,31.6,47,17.4,3.0,57,Cloudy,No
Bengaluru,26.5,45,17.8,4.8,100,Overcast,No
Jaipur,36.4,94,15.3,0.0,26,Sunny,No
Chennai,31.7,51,16.6,3.7,81,Overcast,No
Lucknow,26.9,89,25.5,0.0,54,Cloudy,No
Lucknow,23.0,55,18.7,0.0,45,Cloudy,Yes
Hyderabad,36.2,77,6.0,0.0,51,Cloudy,Yes
Hyderabad,24.3,53,21.7,0.9,66,Cloudy,Yes
Delhi,36.8,61,14.0,0.0,62,Cloudy,Yes
Hyderabad,30.1,73,18.7,0.0,39,Sunny,Yes
Mumbai,31.1,71,20.5,0.0,35,Sunny,Yes
Chennai,22.4,47,14.4,12.7,100,Rainy,No
Delhi,31.4,66,5.1,1.9,93,Overcast,No
Kolkata,34.3,76,16.4,0.6,49,Cloudy,Yes
Delhi,40.6,96,6.3,0.2,9,Sunny,No
Ahmedabad,32.3,31,8.6,0.0,58,Cloudy,Yes
Delhi,30.2,57,11.8,0.2,39,Sunny,Yes
Kolkata,18.9,43,10.9,0.0,7,Sunny,Yes
Mumbai,41.3,47,15.4,0.0,89,Overcast,No
Delhi,24.4,48,24.8,0.0,43,Cloudy,Yes
Lucknow,32.7,94,11.6,3.6,91,Overcast,No
Hyderabad,38.4,34,11.9,0.2,48,Cloudy,Yes
Bengaluru,32.3,61,10.7,0.0,45,Cloudy,Yes
Mumbai,24.3,61,29.0,4.2,55,Cloudy,No
Ahmedabad,40.0,91,21.4,0.0,51,Cloudy,No
Chennai,20.3,47,3.8,1.3,90,Overcast,No
Chennai,37.2,84,13.2,0.0,57,Cloudy,No
Chennai,28.7,47,16.2,2.2,89,Overcast,No
Mumbai,33.9,66,25.1,9.3,100,Rainy,No
Pune,28.0,43,12.8,0.0,16,Sunny,Yes
Lucknow,41.5,50,13.8,6.9,100,Rainy,No
Kolkata,32.2,70,9.3,0.5,56,Cloudy,Yes
Chennai,37.4,80,21.5,0.0,44,Cloudy,No
Bengaluru,26.5,72,2.4,3.4,56,Cloudy,No
Mumbai,28.4,80,5.9,7.3,100,Rainy,No
Ahmedabad,36.6,38,17.1,1.8,34,Sunny,No
Hyderabad,26.1,56,19.5,0.3,24,Sunny,Yes
Kolkata,29.4,91,14.7,2.9,37,Sunny,No
Lucknow,28.3,60,18.0,2.3,45,Cloudy,Yes
Kolkata,31.8,91,33.5,10.9,100,Rainy,No
Ahmedabad,18.7,31,18.5,1.3,47,Cloudy,No
Delhi,29.3,97,10.1,0.0,32,Sunny,Yes
Chennai,20.5,70,23.1,5.1,53,Rainy,No
Ahmedabad,37.7,79,12.3,1.0,63,Cloudy,No
Delhi,28.4,34,13.7,0.1,44,Cloudy,Yes
Ahmedabad,17.4,81,3.3,0.9,75,Overcast,No
Chennai,37.5,98,14.1,0.3,52,Cloudy,No
Jaipur,31.4,96,10.3,1.5,69,Cloudy,No
Lucknow,30.2,57,7.6,0.0,60,Cloudy,Yes
Pune,35.4,41,17.0,2.0,35,Sunny,No
Kolkata,32.7,39,13.6,0.0,38,Sunny,Yes
Delhi,26.0,34,16.7,2.0,67,Cloudy,Yes
Ahmedabad,28.3,73,28.6,1.7,59,Cloudy,No
Delhi,32.0,56,18.2,0.0,51,Cloudy,Yes
Pune,34.5,34,9.3,0.0,0,Sunny,Yes
Lucknow,35.3,34,6.8,0.2,35,Sunny,Yes
Bengaluru,30.1,85,13.5,3.3,86,Overcast,No
Chennai,27.1,45,15.1,0.0,23,Sunny,Yes
Hyderabad,22.9,58,13.8,1.4,52,Cloudy,Yes
Delhi,31.3,33,18.6,0.2,59,Cloudy,Yes
Jaipur,34.4,46,22.7,13.2,100,Rainy,No
Jaipur,39.6,51,18.7,3.7,59,Cloudy,No
Bengaluru,36.6,95,30.1,5.7,89,Rainy,No
Kolkata,23.1,35,10.0,0.0,50,Cloudy,Yes
Hyderabad,25.1,39,26.9,1.2,54,Cloudy,No
Delhi,33.1,59,17.8,3.9,59,Cloudy,No
Mumbai,27.7,70,20.8,5.3,79,Rainy,No
Kolkata,36.7,37,18.8,5.6,100,Rainy,No
Chennai,23.2,35,16.6,3.1,51,Cloudy,No
Chennai,32.6,47,8.0,3.0,97,Overcast,No
Hyderabad,33.8,80,28.3,3.7,36,Sunny,No
Bengaluru,38.9,59,9.0,0.0,71,Cloudy,Yes
Pune,23.5,57,22.3,0.0,43,Cloudy,Yes
Delhi,19.0,40,21.9,0.2,27,Sunny,No
Jaipur,25.3,94,11.2,0.0,59,Cloudy,Yes
Delhi,36.0,75,17.4,0.0,61,Cloudy,Yes
Hyderabad,32.2,62,9.2,2.8,48,Cloudy,Yes
Jaipur,35.4,95,14.5,1.7,100,Overcast,No
Ahmedabad,35.9,56,33.0,0.1,3,Sunny,No
Lucknow,37.7,64,20.8,4.4,53,Cloudy,No
Chennai,36.8,94,17.7,0.0,8,Sunny,No
Hyderabad,32.8,32,10.1,2.7,100,Overcast,No
Lucknow,26.7,53,30.1,0.0,48,Cloudy,Yes
Jaipur,37.9,49,19.2,0.0,36,Sunny,Yes
Pune,25.9,65,13.0,1.8,38,Sunny,Yes
Mumbai,17.7,92,10.7,0.9,17,Sunny,No
Ahmedabad,27.8,49,10.2,0.2,40,Cloudy,Yes
Ahmedabad,33.9,88,6.1,3.1,68,Cloudy,No
Lucknow,30.9,98,20.8,5.2,37,Rainy,No
Mumbai,36.6,91,18.8,13.1,100,Rainy,No
Bengaluru,31.6,92,5.5,0.2,52,Cloudy,Yes
Kolkata,27.2,32,5.5,2.9,30,Sunny,Yes
Bengaluru,30.1,72,20.7,0.1,46,Cloudy,Yes
Lucknow,24.0,80,17.1,3.3,59,Cloudy,No
Lucknow,33.5,80,19.5,1.1,52,Cloudy,Yes
Hyderabad,32.0,36,24.5,6.9,87,Rainy,No
Bengaluru,27.7,92,14.7,0.0,10,Sunny,Yes
Lucknow,27.7,70,8.7,0.0,54,Cloudy,Yes
Lucknow,24.8,98,19.8,2.8,95,Overcast,No
Bengaluru,34.8,66,19.4,0.8,59,Cloudy,Yes
Delhi,30.4,97,8.6,2.3,65,Cloudy,No
Mumbai,42.4,62,19.5,1.2,63,Cloudy,No
Lucknow,22.0,72,10.7,9.1,100,Rainy,No
Kolkata,31.5,84,8.9,0.0,12,Sunny,Yes
Bengaluru,35.9,56,14.3,0.0,67,Cloudy,Yes
Mumbai,31.6,59,16.2,0.0,23,Sunny,Yes
Ahmedabad,36.7,72,7.7,3.0,56,Cloudy,No
Lucknow,26.6,59,12.4,0.0,46,Cloudy,Yes
Chennai,30.3,83,22.3,0.0,72,Cloudy,No
Pune,23.7,30,14.2,2.5,76,Overcast,Yes
Mumbai,37.8,70,1.3,0.0,28,Sunny,Yes
Hyderabad,32.4,59,14.1,0.9,32,Sunny,Yes
Lucknow,34.0,90,6.0,3.5,65,Cloudy,No
Delhi,34.7,55,17.5,0.0,75,Overcast,Yes
Kolkata,33.1,73,7.5,4.9,85,Overcast,No
Hyderabad,29.9,71,20.9,0.0,38,Sunny,Yes
Delhi,26.4,51,9.9,3.6,54,Cloudy,No
Delhi,30.2,35,16.5,1.4,63,Cloudy,Yes
Mumbai,21.3,76,16.9,0.0,37,Sunny,Yes
Jaipur,28.1,66,14.9,0.0,34,Sunny,Yes
Mumbai,25.8,73,11.3,1.8,82,Overcast,Yes
Lucknow,32.4,41,22.8,0.0,29,Sunny,Yes
Hyderabad,32.4,53,0.4,1.3,53,Cloudy,Yes
Kolkata,27.3,44,22.7,2.9,36,Sunny,No
Ahmedabad,27.8,40,13.0,0.6,48,Cloudy,Yes
Ahmedabad,20.6,51,11.6,0.0,30,Sunny,Yes
Bengaluru,32.9,31,3.4,0.0,36,Sunny,Yes
Delhi,32.6,37,11.7,7.6,66,Rainy,No
Chennai,35.7,82,17.9,1.8,46,Cloudy,No
Jaipur,33.6,97,6.2,0.4,43,Cloudy,Yes
Lucknow,28.3,59,7.9,4.1,97,Overcast,No
Ahmedabad,20.9,60,9.3,0.4,63,Cloudy,Yes
Bengaluru,30.0,71,6.3,0.0,17,Sunny,Yes
Jaipur,31.9,81,32.9,3.3,51,Cloudy,No
Jaipur,28.8,66,28.4,0.0,51,Cloudy,Yes
Kolkata,34.8,36,19.1,3.7,80,Overcast,No
Jaipur,39.4,82,14.9,3.9,25,Sunny,No
Mumbai,27.2,32,15.5,0.0,59,Cloudy,Yes
Hyderabad,35.0,40,10.9,4.5,55,Cloudy,No
Ahmedabad,36.5,93,2.1,0.0,72,Cloudy,No
Lucknow,17.2,59,5.5,2.4,92,Overcast,No
Kolkata,28.6,91,19.9,6.2,66,Rainy,No
Mumbai,32.6,79,7.1,6.5,59,Rainy,No
Delhi,27.4,55,3.7,0.6,34,Sunny,Yes
Mumbai,37.3,62,10.8,0.0,65,Cloudy,Yes
Lucknow,24.8,63,12.2,1.7,18,Sunny,Yes
Ahmedabad,36.8,81,29.6,0.0,71,Cloudy,No
Chennai,37.0,53,12.7,4.4,51,Cloudy,No
Bengaluru,33.3,43,13.4,3.4,83,Overcast,No
Kolkata,29.9,42,1.3,2.6,58,Cloudy,Yes
Delhi,33.4,55,15.8,0.2,72,Cloudy,Yes
Bengaluru,28.6,54,21.0,0.0,31,Sunny,Yes
Hyderabad,30.0,87,20.8,0.9,68,Cloudy,No
Ahmedabad,30.8,79,18.7,0.5,15,Sunny,Yes
Kolkata,37.5,73,21.2,1.5,66,Cloudy,No
Hyderabad,26.9,52,7.2,1.2,22,Sunny,Yes
Lucknow,36.6,50,22.1,3.1,97,Overcast,No
Hyderabad,33.7,30,14.6,2.2,46,Cloudy,Yes
Pune,36.2,75,14.3,3.2,56,Cloudy,No
Pune,28.6,62,5.9,0.4,31,Sunny,Yes
Delhi,38.5,68,18.4,2.1,65,Cloudy,No
Ahmedabad,27.5,72,2.2,0.0,31,Sunny,Yes
Pune,28.2,88,5.1,2.2,79,Overcast,No
Mumbai,33.3,88,4.3,2.3,39,Sunny,No
Chennai,39.6,72,11.1,0.0,63,Cloudy,Yes
Hyderabad,27.2,61,14.3,2.7,52,Cloudy,Yes
Delhi,23.2,43,10.0,0.0,11,Sunny,Yes
Delhi,32.5,31,31.2,0.2,47,Cloudy,Yes
Chennai,20.5,43,9.5,0.5,21,Sunny,Yes
Delhi,16.9,82,5.9,0.0,14,Sunny,No
Kolkata,28.1,76,2.3,0.0,40,Cloudy,Yes
Delhi,24.1,68,17.7,15.3,100,Rainy,No
Ahmedabad,27.6,64,24.0,0.0,54,Cloudy,Yes
Lucknow,30.3,97,12.0,7.1,86,Rainy,No
Jaipur,26.3,70,32.1,1.4,78,Overcast,No
Jaipur,30.3,87,10.7,6.1,86,Rainy,No
Hyderabad,23.1,69,21.1,3.4,49,Cloudy,No
Kolkata,30.2,81,14.7,0.3,33,Sunny,Yes
Mumbai,33.2,88,10.1,3.6,73,Cloudy,No
Jaipur,30.5,33,1.4,1.8,67,Cloudy,Yes
Lucknow,22.2,77,15.5,2.1,41,Cloudy,Yes
Lucknow,18.9,36,1.2,5.3,47,Rainy,No
Ahmedabad,24.2,88,7.8,3.3,65,Cloudy,No
Delhi,30.2,74,4.8,0.1,48,Cloudy,Yes
Jaipur,33.8,94,16.2,0.2,27,Sunny,Yes
Lucknow,34.6,70,12.4,5.6,66,Rainy,No
Kolkata,32.3,63,20.2,0.5,51,Cloudy,Yes
Ahmedabad,33.6,36,13.0,0.0,84,Overcast,Yes
Jaipur,23.5,70,13.4,0.5,81,Overcast,Yes
Chennai,37.1,63,10.6,5.0,86,Rainy,No
Kolkata,27.0,46,12.2,1.2,25,Sunny,Yes
Mumbai,24.1,97,29.8,2.2,94,Overcast,No
Bengaluru,34.8,71,14.6,1.9,58,Cloudy,Yes
Lucknow,33.5,47,15.3,4.4,72,Cloudy,No
Lucknow,24.4,59,24.3,12.4,100,Rainy,No
Pune,19.2,74,12.1,4.1,30,Sunny,No
Bengaluru,38.7,65,13.8,2.0,48,Cloudy,No
Lucknow,21.1,43,9.4,4.6,72,Cloudy,No
Chennai,33.4,43,24.2,5.7,100,Rainy,No
Jaipur,29.3,47,31.6,2.9,77,Overcast,No
Ahmedabad,34.2,34,30.7,1.2,23,Sunny,No
Jaipur,24.7,37,4.5,0.5,48,Cloudy,Yes
Jaipur,32.6,78,9.6,11.6,100,Rainy,No
Bengaluru,22.5,61,15.6,2.9,55,Cloudy,Yes
Bengaluru,42.0,88,3.7,9.1,90,Rainy,No
Jaipur,31.9,35,12.5,0.0,83,Overcast,Yes
Chennai,30.9,79,16.7,0.0,33,Sunny,Yes
Mumbai,38.1,38,26.4,0.9,32,Sunny,No
Ahmedabad,28.0,95,13.9,9.9,100,Rainy,No
Delhi,36.8,55,12.1,0.0,28,Sunny,Yes
Lucknow,17.7,47,18.2,0.0,64,Cloudy,Yes
Jaipur,30.9,94,22.8,1.1,65,Cloudy,No
Hyderabad,36.0,41,8.2,0.9,74,Cloudy,Yes
Bengaluru,25.7,98,19.0,1.5,84,Overcast,No
Pune,31.2,62,15.9,2.6,76,Overcast,Yes
Hyderabad,36.1,77,12.8,3.8,76,Overcast,No
Bengaluru,29.5,62,16.7,8.5,90,Rainy,No
Mumbai,30.2,62,8.0,0.1,33,Sunny,Yes
Chennai,23.9,41,5.4,0.0,24,Sunny,Yes
Kolkata,26.2,47,7.9,0.6,46,Cloudy,Yes
Lucknow,42.0,80,11.5,0.3,32,Sunny,Yes
Jaipur,30.6,42,6.5,0.6,10,Sunny,Yes
Mumbai,35.3,53,28.1,7.7,86,Rainy,No
Pune,19.3,54,14.6,1.6,42,Cloudy,No
Hyderabad,29.8,39,21.7,0.2,68,Cloudy,Yes
Bengaluru,28.1,39,16.3,0.2,9,Sunny,Yes
Jaipur,23.0,31,7.6,1.2,38,Sunny,Yes
Kolkata,26.3,79,29.0,0.0,62,Cloudy,Yes
Bengaluru,28.7,78,17.6,5.3,76,Rainy,No
Ahmedabad,41.7,60,22.6,6.6,33,Rainy,No
Jaipur,31.2,66,22.6,4.0,92,Overcast,No
Ahmedabad,27.1,69,12.5,1.1,62,Cloudy,Yes
Delhi,30.3,34,3.8,6.1,79,Rainy,No
Chennai,26.8,83,7.6,1.9,46,Cloudy,No
Lucknow,30.8,43,24.5,4.9,46,Cloudy,No
Delhi,35.5,49,13.6,1.5,58,Cloudy,No
Ahmedabad,35.4,93,11.0,0.6,33,Sunny,No
Bengaluru,27.1,47,15.2,2.1,77,Overcast,Yes
Mumbai,32.0,55,8.9,7.0,58,Rainy,No
Jaipur,37.3,55,25.6,0.0,73,Cloudy,No
Mumbai,20.8,82,13.0,0.0,57,Cloudy,Yes
Mumbai,32.8,93,11.0,0.8,59,Cloudy,Yes
Ahmedabad,29.9,97,10.1,1.3,39,Sunny,No
Mumbai,31.7,54,2.7,0.0,7,Sunny,Yes
Kolkata,18.6,60,12.0,3.9,86,Overcast,No
Pune,39.7,87,8.2,0.0,27,Sunny,No
Bengaluru,18.2,35,14.2,1.8,46,Cloudy,No
Lucknow,25.0,63,7.3,6.8,82,Rainy,No
Ahmedabad,27.2,81,10.1,0.0,0,Sunny,Yes
Jaipur,33.1,78,5.3,8.2,88,Rainy,No
Jaipur,27.6,68,25.1,3.0,78,Overcast,No
Hyderabad,18.1,54,22.9,2.6,75,Overcast,No
Delhi,33.0,31,7.7,3.8,91,Overcast,No
Jaipur,23.0,76,15.6,3.9,56,Cloudy,No
Ahmedabad,26.4,56,5.1,4.3,47,Cloudy,No
Lucknow,22.5,74,15.0,2.8,29,Sunny,Yes
Delhi,28.2,64,20.3,0.0,91,Overcast,No
Delhi,23.8,33,21.7,4.8,48,Cloudy,No
Hyderabad,38.4,72,8.8,5.5,80,Rainy,No
Delhi,41.4,35,3.7,1.7,56,Cloudy,No
Mumbai,35.7,63,18.6,4.0,88,Overcast,No
Pune,35.6,73,20.4,0.8,41,Cloudy,No
Ahmedabad,35.0,57,13.6,3.3,71,Cloudy,No
Chennai,31.1,61,25.9,1.7,59,Cloudy,No
Lucknow,28.0,48,20.8,5.9,84,Rainy,No
Hyderabad,30.4,96,21.1,0.0,41,Cloudy,No
Lucknow,26.3,96,9.0,8.2,98,Rainy,No
Mumbai,23.8,52,15.7,1.0,44,Cloudy,Yes
Kolkata,27.2,78,20.1,0.7,44,Cloudy,Yes
Jaipur,36.2,54,14.4,2.6,99,Overcast,No
Jaipur,34.7,58,7.0,11.9,100,Rainy,No
Jaipur,25.8,34,26.3,0.0,48,Cloudy,Yes
Ahmedabad,27.6,54,18.9,1.8,24,Sunny,Yes
Pune,29.9,68,8.8,0.0,38,Sunny,Yes
Chennai,22.1,84,28.5,1.6,54,Cloudy,No
Ahmedabad,25.8,95,23.1,8.3,98,Rainy,No
Lucknow,27.6,63,12.6,0.1,25,Sunny,Yes
Hyderabad,27.6,30,9.2,0.0,41,Cloudy,Yes
Ahmedabad,25.9,36,25.0,0.0,74,Cloudy,Yes
Pune,27.1,72,13.4,0.2,63,Cloudy,Yes
Delhi,41.0,42,27.7,0.0,5,Sunny,No
Mumbai,34.4,84,30.6,0.5,41,Cloudy,No
Hyderabad,24.2,65,21.4,0.5,61,Cloudy,Yes
Chennai,35.6,91,3.6,1.3,42,Cloudy,No
Ahmedabad,34.6,71,24.0,0.5,51,Cloudy,Yes
Chennai,36.4,40,20.8,4.8,69,Cloudy,No
Chennai,31.4,70,18.5,0.0,3,Sunny,Yes
Ahmedabad,28.6,89,24.6,0.0,45,Cloudy,No
Lucknow,25.8,71,1.5,0.4,36,Sunny,Yes
Lucknow,33.8,91,8.5,0.4,38,Sunny,Yes
Ahmedabad,40.3,84,13.8,2.7,86,Overcast,No
Kolkata,40.1,44,14.3,0.0,67,Cloudy,Yes
Chennai,31.0,65,7.6,7.7,74,Rainy,No
Bengaluru,30.1,87,21.7,3.4,54,Cloudy,No
Jaipur,29.0,35,25.8,1.3,20,Sunny,No
Pune,24.9,61,19.3,3.5,49,Cloudy,No
Kolkata,36.4,56,26.3,1.7,58,Cloudy,No
Pune,32.5,35,24.5,0.4,47,Cloudy,Yes
Ahmedabad,37.3,41,15.9,7.1,100,Rainy,No
Mumbai,30.0,70,30.5,3.8,59,Cloudy,No
Hyderabad,34.5,97,16.4,2.8,35,Sunny,No
Hyderabad,21.5,63,14.3,0.0,52,Cloudy,Yes
Pune,23.0,91,3.5,3.6,34,Sunny,No
Lucknow,35.3,96,14.7,0.0,31,Sunny,No
Mumbai,29.1,76,20.6,0.0,44,Cloudy,Yes
Bengaluru,23.8,79,3.7,0.0,81,Overcast,Yes
Mumbai,28.8,89,24.4,1.6,14,Sunny,No
Bengaluru,27.2,44,19.8,0.3,30,Sunny,Yes
Delhi,38.0,62,11.6,0.9,60,Cloudy,Yes
Bengaluru,36.8,71,15.1,5.1,67,Rainy,No
Delhi,31.1,67,26.5,0.6,34,Sunny,Yes
Delhi,29.1,93,1.5,3.5,87,Overcast,No
Lucknow,27.2,95,13.8,3.2,41,Cloudy,No
Lucknow,40.5,57,15.5,0.0,60,Cloudy,Yes
Hyderabad,26.3,66,17.2,2.0,28,Sunny,Yes
Lucknow,35.9,69,19.7,0.2,6,Sunny,Yes
Chennai,39.8,37,21.2,0.1,50,Cloudy,No
Ahmedabad,37.4,62,22.2,0.0,47,Cloudy,No
Lucknow,36.0,81,28.7,0.5,45,Cloudy,No
Mumbai,29.6,45,22.1,0.0,72,Cloudy,Yes
Lucknow,30.9,68,26.5,0.5,42,Cloudy,Yes
Lucknow,23.2,83,1.3,1.0,35,Sunny,No
Kolkata,24.3,81,10.2,5.3,75,Rainy,No
Delhi,25.8,81,26.3,5.0,54,Rainy,No
Mumbai,36.4,36,13.6,2.6,63,Cloudy,No
Delhi,25.0,51,14.5,0.0,51,Cloudy,Yes
Pune,22.0,65,13.1,3.4,49,Cloudy,No
Ahmedabad,26.8,89,18.1,1.1,35,Sunny,No
Mumbai,31.9,56,27.5,2.8,38,Sunny,No
Ahmedabad,31.8,37,20.2,2.6,54,Cloudy,No
Chennai,28.9,84,16.1,6.1,100,Rainy,No
Ahmedabad,25.3,92,6.0,0.1,80,Overcast,Yes
Ahmedabad,34.1,57,18.0,14.0,79,Rainy,No
Pune,35.5,36,11.0,2.2,72,Cloudy,No
Lucknow,27.6,44,10.2,0.4,33,Sunny,Yes
Jaipur,27.8,94,19.0,4.0,67,Cloudy,No
Delhi,29.1,32,16.3,5.6,100,Rainy,No
Chennai,32.6,54,7.9,9.0,80,Rainy,No
Chennai,25.4,45,7.5,2.4,64,Cloudy,Yes
Bengaluru,32.3,35,11.9,3.3,42,Cloudy,No
Bengaluru,22.1,81,17.1,1.5,53,Cloudy,No
Hyderabad,21.3,92,19.9,0.0,59,Cloudy,Yes
Kolkata,33.7,45,15.8,1.7,57,Cloudy,Yes
Bengaluru,35.7,38,18.2,0.0,19,Sunny,Yes
Ahmedabad,28.9,32,10.1,0.8,85,Overcast,Yes
Bengaluru,25.1,91,14.3,4.1,57,Cloudy,No
Mumbai,20.9,89,22.1,0.0,29,Sunny,No
Pune,28.8,69,19.9,8.4,100,Rainy,No
Ahmedabad,30.0,86,26.1,4.7,100,Overcast,No
Jaipur,30.7,46,23.3,4.4,59,Cloudy,No
Mumbai,29.7,84,8.7,5.0,68,Rainy,No
